source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,RT @JesseBWatters: What would the media say if Barack Obama were president during the Coronavirus Pandemic and handled it the same way as @…,05-05-2020 12:22:18,7433,0,true,1257646802716803073
Twitter for iPhone,Mexico is sadly experiencing very big CoronaVirus problems and now California get this doesn’t want people coming over the Southern Border. A Classic! They are sooo lucky that I am their President. Border is very tight and the Wall is rapidly being built!,05-04-2020 13:42:13,55724,260450,false,1257304527843110914
Twitter for iPhone,RT @Reuters: Roche gets FDA emergency use approval for COVID-19 antibody test https://t.co/vo7nAK58ox https://t.co/eKbCjUuPU7,05-03-2020 20:22:31,5556,0,true,1257042876334321664
Twitter for iPhone,Intelligence has just reported to me that I was correct and that they did NOT bring up the CoronaVirus subject matter until late into January just prior to my banning China from the U.S. Also they only spoke of the Virus in a very non-threatening or matter of fact manner...,05-03-2020 20:18:19,40834,164508,false,1257041819097092096
Twitter for iPhone,RT @Alyssafarah: The Trump Admin is making sure senior citizens are safe &amp; have access to the resources they need during coronavirus. In ad…,05-02-2020 21:25:45,5283,0,true,1256696404917059585
Twitter for iPhone,There is tremendous CoronaVirus testing capacity in Washington for the Senators returning to Capital Hill on Monday. Likewise the House which should return but isn’t because of Crazy Nancy P. The 5 minute Abbott Test will be used. Please inform Dr. Brian P. Monahan. @MarkMeadows,05-02-2020 13:06:53,19651,75817,false,1256570859935932416
Twitter for iPhone,RT @ScottGottliebMD: Positivity rates for covid19 testing nationally are starting to decline as testing expands sharply and we move more te…,05-01-2020 23:30:01,5218,0,true,1256365290276958211
Twitter for iPhone,RT @CDCgov: If you must travel take these steps to protect yourself &amp; others from #COVID19 during your trip. https://t.co/6cRDaMnVUV https…,05-01-2020 23:28:32,3854,0,true,1256364913997623297
Twitter for iPhone,RT @AFThunderbirds: Tomorrow's #AmericaStrong flyover serves as a salute to frontline #COVID responders.#InThisTogether 🇺🇸 https://t.co/l…,05-01-2020 21:54:57,6002,0,true,1256341364129832961
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump just met with @GovMurphy on Coronavirus testing financial assistance and planning a great come…,04-30-2020 16:32:58,8651,0,true,1255897944630444038
Twitter for iPhone,RT @RepLizCheney: Safeguarding our nation’s food supply is a critical component necessary to defeat the spread of coronavirus. I support th…,04-30-2020 13:16:43,8709,0,true,1255848558563143688
Twitter for iPhone,RT @mitchellvii: The economy is going to do so well this Summer and make Trump look so good that Democrats will accuse HIM of hyping COVID-…,04-30-2020 12:10:00,5987,0,true,1255831769590435840
Twitter for iPhone,RT @TrumpWarRoom: Yahoo reporter apologizes to President Trump after making false coronavirus test claim in Oval Office meeting https://t.…,04-29-2020 13:13:23,10360,0,true,1255485332339990528
Twitter for iPhone,RT @TrumpWarRoom: Joe Biden rambles and struggles for words during interview on coronavirus response https://t.co/9vKbLkBSro,04-29-2020 12:58:25,6247,0,true,1255481563195850754
Twitter for iPhone,RT @TrumpWarRoom: A reporter angrily insisted he was right about coronavirus testing data. In fact he was wrong and President Trump was r…,04-29-2020 12:56:54,8454,0,true,1255481185020661764
Twitter for iPhone,RT @TrumpWarRoom: Joe Biden forgot he's supposed to be lying about President Trump's coronavirus response – and he actually told the truth!…,04-29-2020 12:56:25,6348,0,true,1255481062643417090
Twitter for iPhone,The only reason the U.S. has reported one million cases of CoronaVirus is that our Testing is sooo much better than any other country in the World. Other countries are way behind us in Testing and therefore show far fewer cases!,04-29-2020 04:23:38,42748,255133,false,1255352014042738688
Twitter for iPhone,RT @GLFOP: Thank you President @realDonaldTrump for your steadfast unapologetic support of law enforcement during #COVID19. From DAY ONE…,04-28-2020 23:49:48,8817,0,true,1255283103691661313
Twitter for iPhone,RT @nedryun: A fifth to half of all coronavirus deaths have been in nursing homes: https://t.co/s907CLfE4K,04-28-2020 14:04:12,10694,0,true,1255135733922140162
Twitter for iPhone,RT @seanhannity: Report: FBI Knew McCain Leaked Steele Dossier Now Blames Coronavirus For Not Releasing Documents https://t.co/wtFdcyO8UY,04-27-2020 01:10:44,12618,0,true,1254578694858911744
Twitter for iPhone,Was just informed that the Fake News from the Thursday White House Press Conference had me speaking &amp; asking questions of Dr. Deborah Birx. Wrong I was speaking to our Laboratory expert not Deborah about sunlight etc. &amp; the CoronaVirus. The Lamestream Media is corrupt &amp; sick!,04-25-2020 20:30:42,42177,193205,false,1254145835450933249
Twitter for iPhone,The Do Nothing Democrats are spending much of their money on Fake Ads. I never said that the CoronaVirus is a “Hoax” I said that the Democrats and the way they lied about it are a Hoax. Also it did start with “one person from China” and then grew &amp; will be a “Miracle” end!,04-25-2020 15:06:08,33968,143077,false,1254064154954076163
Twitter for iPhone,RT @CDCgov: States tribal local &amp; territorial officials: Resources are available to help quickly identify new #COVID19 cases break chai…,04-25-2020 13:08:14,4142,0,true,1254034484460244993
Twitter for iPhone,RT @CDCgov: Tribal leaders: You can help safeguard your communities from #COVID19 during funerals and burials. Actions like social distanci…,04-25-2020 13:07:15,3370,0,true,1254034236778131461
Twitter for iPhone,RT @CDCgov: New COVID-NET data reported more than 6000 #COVID19 hospitalizations. Of these almost 2000 had race/ethnicity info. When com…,04-25-2020 13:05:51,3377,0,true,1254033884137828354
Twitter for iPhone,RT @CDCgov: Adults age 65+ and those with underlying health conditions are at higher risk for severe illness from #COVID19. Learn more in t…,04-25-2020 13:05:26,3760,0,true,1254033779317932032
Twitter for iPhone,RT @CDCgov: Looking for #CDC #COVID19 resources for sharing on social media? CDC’s social media toolkit provides free sample messages and g…,04-25-2020 13:05:16,2767,0,true,1254033739128193024
Twitter for iPhone,RT @HHSGov: As @Surgeon_General explains telemedicine doesn't just help providers deliver care during the #COVID19 outbreak – it can also…,04-25-2020 13:04:56,3969,0,true,1254033652079616003
Twitter for iPhone,RT @NIH: Plasma is the liquid part of blood. Ppl who have recovered from #COVID19 may have antibodies (proteins the immune system makes aft…,04-25-2020 13:04:25,4955,0,true,1254033523121553410
Twitter for iPhone,RT @CDCgov: We’re still learning about how #COVID19 affects animals but it appears that people can spread the virus to animals in some sit…,04-25-2020 13:04:07,4409,0,true,1254033450182610945
Twitter for iPhone,RT @DepSecHargan: ICYMI: Last week @VP announced that the administration is encouraging patients who have fully recovered from #COVID-19 to…,04-25-2020 13:03:08,3491,0,true,1254033202060156928
Twitter for iPhone,RT @CDCgov: The latest #COVIDView report shows that adults 65 and older are experiencing the highest rates of #COVID19-associated hospitali…,04-25-2020 13:02:51,3085,0,true,1254033127405740033
Twitter for iPhone,RT @CDCgov: Feeling sick? Answer a few questions about your symptoms using Clara CDC’s #Coronavirus Self-Checker to help you decide if yo…,04-25-2020 13:02:37,2932,0,true,1254033070078005249
Twitter for iPhone,RT @CDCgov: The latest CDC #COVIDView report with new hospitalization data on race/ethnicity by age is now available https://t.co/zP4VYlo0P…,04-25-2020 12:12:52,3409,0,true,1254020552605544448
Twitter for iPhone,RT @CDCgov: If you have diabetes you are at higher risk for getting seriously ill from #coronavirus. Learn how you can take steps to prote…,04-25-2020 12:12:10,3725,0,true,1254020376071454720
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/mLfPSV05Lj,04-24-2020 21:39:42,7484,0,true,1253800812855386113
Twitter for iPhone,RT @SenateGOP: ✓ SIGNEDPresident @realdonaldtrump just signed Phase 3.5 of coronavirus relief legislation into law!Here's what it inclu…,04-24-2020 17:02:05,5868,0,true,1253730946752413696
Twitter for iPhone,Great conversation with President Lenin Moreno of the Republic of Ecuador. We will be sending them desperately needed Ventilators of which we have recently manufactured many and helping them in other ways. They are fighting hard against CoronaVirus!,04-24-2020 14:59:34,17025,81935,false,1253700113383534598
Twitter for iPhone,RT @realDonaldTrump: Getting VERY good reviews of the job the Federal Government is doing on CoronaVirus. Ventilators building hospitals…,04-24-2020 14:59:24,21821,0,true,1253700072895848449
Twitter for iPhone,Great conversation with President Lenin Moreno of the Republic of Equador. We will be sending them desperately needed Ventilators of which we have recently manufactured many and helping them in other ways. They are fighting hard against CoronaVirus!,04-24-2020 14:56:51,170,743,false,1253699430819250176
Twitter for iPhone,Great conversation with President Lenin Moreno of the Republic if Equador. We will be sending them desperately needed Ventilators of which we have recently manufactured many and helping them in other ways. They are fighting hard against CoronaVirus!,04-24-2020 13:59:11,5271,23878,false,1253684917038452736
Twitter for iPhone,Getting VERY good reviews of the job the Federal Government is doing on CoronaVirus. Ventilators building hospitals beds and yes Testing have been handled incredibly well. Testing is getting exponentially better every day. Love seeing our Country safely opening up!,04-24-2020 13:38:16,21822,112039,false,1253679654734573570
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/dCllm9QbNQ,04-23-2020 21:48:05,6239,0,true,1253440534439497729
Twitter for iPhone,Please study this closely. We saved many lives with our fast action on CoronaVirus! https://t.co/IKtkciXEEO,04-23-2020 12:16:41,25454,83766,false,1253296736589807619
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/SB1Rg3e3v4,04-22-2020 22:09:37,6892,0,true,1253083564238942211
Twitter for iPhone,CDC Director was totally misquoted by Fake News @CNN on Covid 19. He will be putting out a statement.,04-22-2020 14:17:08,26206,115897,false,1252964659960971265
Twitter for iPhone,“Economic impact of Covid-19.” @foxandfriends Very interesting analysis. Light at the end of the tunnel. Thank you!,04-22-2020 10:50:19,14475,75526,false,1252912612821667840
Twitter for iPhone,RT @Scavino45: “Memorandum on Providing Continued Federal Support for Governors’ Use of the National Guard to Respond to COVID-19 and to Fa…,04-22-2020 10:46:49,6917,0,true,1252911730239340544
Twitter for iPhone,RT @RepLeeZeldin: Had a great meeting w/ @realDonaldTrump today @WhiteHouse to discuss the ongoing response to COVID-19. Grateful for the p…,04-22-2020 10:46:10,6645,0,true,1252911569001951233
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/IeIElzruLM,04-21-2020 21:46:26,4899,0,true,1252715340993306624
Twitter for iPhone,....to State/Local Governments for lost revenues from COVID 19 much needed Infrastructure Investments for Bridges Tunnels Broadband Tax Incentives for Restaurants Entertainment Sports and Payroll Tax Cuts to increase Economic Growth.,04-21-2020 16:49:12,13612,61589,false,1252640539574448128
Twitter for iPhone,RT @JimInhofe: Our farmers and ranchers are instrumental to Oklahoma’s economy and they’ve been hit hard by #COVID19. This funding will bri…,04-21-2020 04:20:51,6829,0,true,1252452210216140801
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/4Wx0XDkiAK,04-20-2020 23:28:45,6837,0,true,1252378702601543681
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/RtYrCYTQyI,04-19-2020 22:25:08,8800,0,true,1252000303697756160
Twitter for iPhone,“On February 19th there was a Democratic Debate in Las Vegas. Three words weren’t said: Virus CoronaVirus or COVID19. NEVER came up!” @BretBaier,04-19-2020 19:18:05,32108,110769,false,1251953233184149504
Twitter for iPhone,RT @RepLeeZeldin: While @realDonaldTrump believes the enemy is coronavirus @SpeakerPelosi believes the enemy is Pres Trump. In order to de…,04-19-2020 18:11:27,8178,0,true,1251936465736646658
Twitter for iPhone,RT @kimguilfoyle: “In responding to the outbreak of coronavirus across the country every level of government has worked together. Reopenin…,04-19-2020 18:08:54,5799,0,true,1251935823697674240
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/nurNOvlZjJ,04-18-2020 21:09:33,8538,0,true,1251618897528328192
Twitter for iPhone,RT @paulsperry_: BREAKING: New daily cases of COVID-19 in both U.S. and N.Y. have peaked and trend-line now rolling over,04-18-2020 18:58:10,5734,0,true,1251585830843490310
Twitter for iPhone,RT @paulsperry_: BREAKING: Adjusted for population U.S. COVID-19 deaths (fatalities per million) are lower than every Western European cou…,04-18-2020 18:56:26,14646,0,true,1251585395378323457
Twitter for iPhone,....Example! V.P. Mike Pence held a conference call yesterday with all Democrat Senators. He gave them everything that they would have wanted to hear in terms of gaining ground on the CoronaVirus but nothing that anyone could have said including “it’s over” could have made....,04-18-2020 17:20:28,15966,68949,false,1251561244106141697
Twitter for iPhone,RT @GrassleyPress: The livelihood of many Americans are on the line during the #coronavirus pandemic.Last week @SenateDems blocked addit…,04-18-2020 16:22:42,4726,0,true,1251546709613785091
Twitter for iPhone,RT @SenJohnKennedy: Congress could pass clean #coronavirus relief bills . . . if Speaker Pelosi would agree to it. Right now though Dem…,04-18-2020 16:08:34,6529,0,true,1251543150079938562
Twitter for iPhone,RT @SenatorTimScott: As our nation faces an unprecedented crisis in responding to the #COVID19 #coronavirus pandemic it is critical that w…,04-18-2020 16:04:27,3059,0,true,1251542115768848384
Twitter for iPhone,Spending the morning speaking to @fema and Military relative to CoronaVirus. Also spoke to leaders of various countries including Poland South Korea and Bahrain. Last night had a very gold conversation with the President of Mexico on numerous topics. Border is very strong!,04-18-2020 15:51:25,16594,80086,false,1251538837328797699
Twitter for iPhone,RT @charliekirk11: In January The WHO tweeted that China found no evidence of human-to-human transmission of COVID-19This was a Chinese…,04-18-2020 03:42:51,13476,0,true,1251355484659109895
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/2cfwNTvpNX,04-17-2020 22:22:30,6941,0,true,1251274866139058179
Twitter for iPhone,Why did the W.H.O. Ignore an email from Taiwanese health officials in late December alerting them to the possibility that CoronaVirus could be transmitted between humans? Why did the W.H.O. make several claims about the CoronaVirus that ere either inaccurate or misleading....,04-17-2020 13:20:29,87840,309916,false,1251138462968922119
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/NB3LRIZHI7,04-16-2020 22:07:00,9293,0,true,1250908580192100352
Twitter for iPhone,RT @WhiteHouse: To date more than 3.3 million Coronavirus tests have been completed and 48 different tests have been authorized. https://t…,04-15-2020 22:51:14,9130,0,true,1250557321039790080
Twitter for iPhone,RT @TrumpWarRoom: Media keep asking what the Trump Administration was doing in February to combat the coronavirus after restricting travel…,04-14-2020 01:00:56,22046,0,true,1249865186858672130
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/IoHRJuAFbT,04-13-2020 21:50:14,10008,0,true,1249817194697035776
Twitter for iPhone,Having been involved in the negotiations to put it mildly the number that OPEC+ is looking to cut is 20 Million Barrels a day not the 10 Million that is generally being reported. If anything near this happens and the World gets back to business from the Covid 19.....,04-13-2020 13:31:19,23603,113299,false,1249691637040795654
Twitter for iPhone,RT @David_Bossie: New digital ad up in battleground states today highlighting @realDonaldTrump strong leadership combating the coronavirus…,04-13-2020 00:52:50,11750,0,true,1249500761505124352
Twitter for iPhone,RT @ChuckRossDC: Scott Gottlieb says @WHO enabled China's obfuscation on coronavirus and that it could have been containable had Beijing n…,04-12-2020 22:17:41,8239,0,true,1249461717094019072
Twitter for iPhone,Great businessman &amp; philanthropist Bernie Marcus Co-Founder of Home Depot said that Congress was too distracted by the (phony) Impeachment Witch Hunt when they should have been investigating  CoronaVirus when it first appeared in China. Media played a big roll also!@dcexaminer,04-12-2020 16:14:52,31714,145472,false,1249370410422095872
Twitter for iPhone,Great businessman &amp; philanthropist Bernies Marcus Co-Founder of Home Depot said that Congress was too distracted by the (phony) Impeachment Witch Hunt when they should have been investigating  CoronaVirus when it first appeared in China. Media played a big roll also!@dcexaminer,04-12-2020 16:10:38,1987,1,false,1249369344540377089
Twitter for iPhone,RT @FLOTUS: On the eve of #Easter let us remember the ones who lost their lives to COVID19. Please try to connect w/ family friends &amp; lov…,04-12-2020 00:37:32,14991,0,true,1249134521636847616
Twitter for iPhone,So now the Fake News @nytimes is tracing the CoronaVirus origins back to Europe NOT China. This is a first! I wonder what the Failing New York Times got for this one? Are there any NAMED sources? They were recently thrown out of China like dogs and obviously want back in. Sad!,04-11-2020 23:34:58,43212,176139,false,1249118778404765696
Twitter for iPhone,So now the Fake News @nytimes is tracing the CoronaVirus origins back to Europe NOT China. This is a first! I wonder where the Failing New York Times got for this one? Are there any NAMED sources? They were recently thrown out of China like dogs and obviously want back in. Sad!,04-11-2020 22:27:01,8950,30643,false,1249101675509370882
Twitter for iPhone,So now the Fake News @nytimes is tracing the CoronaVirus origins back to Europe NOT China. This is a first! I wonder what the Failing New York Times got for this one? Are there any NAMED sources? They were recently thrown out of China like dogs and obviously want back in. Sad!,04-11-2020 22:22:58,953,3197,false,1249100658692648962
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/OtJWAa9yHo,04-10-2020 17:53:07,8434,0,true,1248670360507121665
Twitter for iPhone,RT @SaraCarterDC: WHO Director Says Politicizing COVID19 Leads To 'body bags' But He Was Accused Of Covering Up Epidemics In Ethiopia ht…,04-10-2020 12:37:34,14845,0,true,1248590947019096064
Twitter for iPhone,RT @GreggJarrett: Coronavirus Crisis – Americans Fear the Lockdown More Than The Virus https://t.co/hVDzBPypAQ,04-10-2020 12:34:30,7890,0,true,1248590177259446277
Twitter for iPhone,RT @zeusFanHouse: #Trump #Coronavirus Campaign Ad Features Joe Biden Cheerleading for China“During America’s #crisisBiden protected #Chi…,04-10-2020 12:29:51,10422,0,true,1248589007329595392
Twitter for iPhone,RT @cybergenica: Trump vows coronavirus-ravaged economy will 'bounce' back https://t.co/6r0LJknEY5 #FoxNews #CNN #MSNBC,04-10-2020 12:19:41,4976,0,true,1248586447231299584
Twitter for iPhone,RT @cybergenica: Macron faces calls to allow wider use hydroxychloroquine in coronavirus fight: report https://t.co/APZk7159k0 #FoxNews #CN…,04-10-2020 12:19:28,5848,0,true,1248586394311761920
Twitter for iPhone,RT @KimStrassel: The World Health Organization’s bows to China have harmed the global response to the coronavirus.  https://t.co/uC0kgXFCK9…,04-10-2020 05:19:17,10919,0,true,1248480650199306242
Twitter for iPhone,RT @FrancisBrennan: What is Joe Biden doing with his hand here?It looks like Biden’s teleprompter went down during his coronavirus press…,04-10-2020 05:04:37,4541,0,true,1248476961933938688
Twitter for iPhone,RT @FLOTUS: As the CDC continues to study the spread of the COVID-19 they recommend people wear cloth face coverings in public settings wh…,04-10-2020 05:00:26,15107,0,true,1248475906001125379
Twitter for iPhone,RT @JuddPDeere45: .@realDonaldTrump and @senatemajldr are fighting to help small businesses across this country. #COVID19 #AmericaWorksToge…,04-10-2020 04:53:42,3897,0,true,1248474211187707904
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/38GuIW79Gh,04-09-2020 22:23:42,5763,0,true,1248376066143481862
Twitter for iPhone,.@OANN  A key CoronaVirus Model is now predicting far fewer deaths than the number shown in earlier models. That’s because the American people are doing a great job. Social Distancing etc. Keep going!,04-09-2020 15:08:05,31291,182657,false,1248266439582244866
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/jgENbi406M,04-08-2020 21:47:27,6864,0,true,1248004556434235393
Twitter for iPhone,RT @AP: The last restrictions on movement have been lifted in the central Chinese city where the coronavirus pandemic began. People are goi…,04-08-2020 12:25:58,5136,0,true,1247863254526951425
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/kszgnReztL,04-07-2020 21:43:22,7494,0,true,1247641140507049986
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/Noma8NXmag,04-06-2020 21:42:02,8197,0,true,1247278416195452928
Twitter for iPhone,RT @KatrinaPierson: Starting TONIGHT! @TeamTrump #WarRoomWeeklyFollowing the @realDonaldTrump Covid-19 update!! #KAG2020 🇺🇸,04-06-2020 13:18:01,5415,0,true,1247151576382349318
Twitter for iPhone,RT @yaneerbaryam: BREAKING: Coronavirus Outbreak. Good news on multiple frontsUS today now at 23373 yesterday at this time was 30571.…,04-06-2020 12:45:16,12910,0,true,1247143336370151424
Twitter for iPhone,For humanitarian reasons the passengers from the two CoronaVirus stricken cruise ships have been given medical treatment and when appropriate allowed to disembark under strict supervision. Very carefully done. People we’re dying &amp; no other countries would allow them to dock!,04-06-2020 11:49:57,16025,78381,false,1247129414485397504
Twitter for iPhone,I will be having a White House CoronaVirus Task Force meeting in a short while. May or may not do a News Conference after the meeting depending on new information. Talks &amp; meetings today are proving promising but a rough two weeks are coming up!,04-05-2020 19:30:11,19568,92363,false,1246882848872726529
Twitter for iPhone,RT @ScottGottliebMD: Parts of Florida including Miami are becoming a major epicenter of #COVID19 spread; with cases doubling every 3.5 to…,04-05-2020 16:21:14,5558,0,true,1246835297771491331
Twitter for iPhone,RT @ScottGottliebMD: Encouraging signs #COVID19 spread may be slowing in many cities especially northeast. Mitigation is working. New case…,04-05-2020 16:21:03,4790,0,true,1246835249323139073
Twitter for iPhone,RT @OANN: Santilli: ‘I credit my life being saved’ to President Trump and COVID-19... https://t.co/yuBWVMhhLb #OANN,04-05-2020 02:35:54,5443,0,true,1246627594629455874
Twitter for iPhone,RT @OANN: Hydroxychloroquine proving an effective treatment for coronavirus patien... https://t.co/L3imNmv1ua #OANN @PearsonSharp,04-05-2020 02:35:52,7899,0,true,1246627587289382918
Twitter for iPhone,RT @TeamTrump: Throughout the #Coronavirus Crisis most of the media is doing what they do best: Looking bad.President @realDonaldTrump i…,04-05-2020 02:26:36,8836,0,true,1246625252731478018
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/1hZPOGtyl9,04-04-2020 20:14:26,7750,0,true,1246531593822449667
Twitter for iPhone,America owes our very hard working food supply workers so much as they produce and deliver high quality food for us during this horrible COVID-19. Join me in thanking our Farmers Ranchers Processors Distributors and Stores! @JohnBoozman,04-04-2020 19:10:23,28405,152485,false,1246515478908076034
Twitter for iPhone,RT @jsolomonReports: Hydroxychloroquine rated top drug by doctors on front line of COVID-19 who also fear a second wave https://t.co/Gk9ixz…,04-04-2020 15:25:06,11380,0,true,1246458783548702726
Twitter for iPhone,RT @jsolomonReports: Trump makes more recommendations for nursing homes where deadly coronavirus spread rapidly https://t.co/Dzeq5A6Pi1,04-04-2020 15:21:56,4484,0,true,1246457985183907849
Twitter for iPhone,RT @jsolomonReports: Trump names White House lawyer to be watchdog over coronavirus bailout money https://t.co/7ajl4T3tny,04-04-2020 15:21:07,6992,0,true,1246457779138760705
Twitter for iPhone,RT @IWF: 🤦‍♀️ @SpeakerPelosi is setting up a NEW House committee to investigate President Trump in the midst of the #COVID19 pandemic. Ju…,04-04-2020 15:13:44,4883,0,true,1246455923301928961
Twitter for iPhone,RT @LisaMarieBoothe: My latest colum for @thehill. How deadly is the coronavirus?  https://t.co/D22SPpORV5,04-04-2020 15:12:55,4422,0,true,1246455716329766912
Twitter for iPhone,RT @IvankaTrump: My OpEd on how we are supporting America’s great small businesses and workers during the #COVID19 health care crisis: http…,04-04-2020 13:28:32,6718,0,true,1246429447726694405
Twitter for iPhone,RT @Surgeon_General: #TogetherApart we can slow the spread of #COVID19. https://t.co/8JIBxQFpjv,04-04-2020 13:24:36,3054,0,true,1246428457774583808
Twitter for iPhone,RT @WhiteHouse: Our hearts go out to the communities hardest hit by the Coronavirus—and we salute the great medical professionals on the fr…,04-03-2020 23:50:50,7287,0,true,1246223667236872192
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/hNZ4Y7sEUl,04-03-2020 21:24:59,6799,0,true,1246186961401978880
Twitter for iPhone,RT @SBAgov: #COVID19 UPDATE: Small businesses can now apply for the #PaycheckProtectionProgram. The program is designed to keep small busin…,04-03-2020 16:45:10,5770,0,true,1246116544503001088
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/L80j4W1c8O,04-02-2020 21:23:06,8009,0,true,1245824101597327360
Twitter for iPhone,RT @WhiteHouse: “We're at war with COVID-19 we're at war with terrorists and we are at war with the drug cartels . . . We're the United S…,04-01-2020 23:23:15,20209,0,true,1245491949274124288
Twitter for iPhone,RT @WhiteHouse: We are fighting the Coronavirus on every possible front—and we will achieve total victory with the help of the American peo…,04-01-2020 23:22:59,9063,0,true,1245491882383286277
Twitter for iPhone,30 DAYS TO SLOW THE SPREAD#COVIDー19 https://t.co/p9j7kZsD7b https://t.co/RSUHRfT8If,03-31-2020 23:49:05,20180,72000,false,1245136063187869698
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/CurosT0chF,03-31-2020 21:30:54,9147,0,true,1245101287349288966
Twitter for iPhone,RT @kayleighmcenany: BOOM: @realDonaldTrump obliterates CNN ⬇️"I want to keep the country calm."The coronavirus "will go away.""We're…,03-31-2020 15:10:19,11662,0,true,1245005512367910913
Twitter for iPhone,RT @Scavino45: 🚨@Ford to produce 50000 ventilators in Michigan in next 100 days; partnering with @GEHealthcare#COVID19 #COVID19Updatesht…,03-31-2020 15:00:33,5620,0,true,1245003052467261441
Twitter for iPhone,RT @RepMattGaetz: Our doctors and healthcare professionals are on the front lines of the coronavirus pandemic. Our prayers are with you as…,03-31-2020 14:56:54,5540,0,true,1245002132857794561
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/MLnQHuBDwj,03-30-2020 21:13:25,8570,0,true,1244734499675672578
Twitter for iPhone,RT @DeptofDefense: LIVE: #USNSComfort arrives in New York in support of the DOD’s #COVID19 response efforts. (no sound) https://t.co/fajV9T…,03-30-2020 16:56:34,9754,0,true,1244669862514917381
Twitter for iPhone,RT @GOPChairwoman: FEMA and @realDonaldTrump’s administration are making sure we have the supplies we need to confront coronavirus. https:/…,03-30-2020 11:19:25,8189,0,true,1244585014806921217
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/io9HpU9q2o,03-29-2020 21:44:33,10583,0,true,1244379945641656322
Twitter for iPhone,“President Trump is a ratings hit. Since reviving the daily White House briefing Mr. Trump and his coronavirus updates have attracted an average audience of 8.5 million on cable news roughly the viewership of the season finale of ‘The Bachelor.’ Numbers are continuing to rise...,03-29-2020 17:48:36,24858,126443,false,1244320570315018240
Twitter for iPhone,RT @Battelle: Coronavirus In Ohio: @Battelle Pioneers Technology To Clean And Reuse PPE | @WOSU Radiohttps://t.co/qE1SFhofW4,03-29-2020 15:13:42,4151,0,true,1244281588193648642
Twitter for iPhone,RT @VaticanNews: #PopeFrancis delivers an extraordinary blessing “To the City and to the World” to pray for an end to the Covid-19 #coronav…,03-29-2020 14:48:35,5129,0,true,1244275266127564805
Twitter for iPhone,RT @CDCDirector: Domestic Travel Advisory: Due to extensive community transmission of #COVID19 in New York New Jersey and Connecticut CD…,03-29-2020 03:28:17,7348,0,true,1244104061076606979
Twitter for iPhone,On the recommendation of the White House CoronaVirus Task Force and upon consultation with the Governor’s of New York New Jersey and Connecticut I have asked the @CDCgov to issue a strong Travel Advisory to be administered by the Governors in consultation with the....,03-29-2020 00:19:25,23918,109932,false,1244056534583312384
Twitter for iPhone,RT @USNavy: "We will stop at nothing to protect the people of our country." - @POTUS #COVID19 #USNavyAlwaysThere https://t.co/BMoZwIjVrz,03-28-2020 22:24:03,16289,0,true,1244027498750529536
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump signs coronavirus relief CARES Act! https://t.co/Ine2eOONs2,03-28-2020 04:48:23,8009,0,true,1243761834131406848
Twitter for iPhone,RT @USNavy: Answering the call it's what we do. #USNSMercy Arrives in Los Angeles in #COVID19 response - https://t.co/lPkSZd4JLH https:/…,03-28-2020 02:30:59,10287,0,true,1243727255911743488
Twitter for iPhone,RT @alx: How is that any different than what Hannity has said?Neither said anything wrong. They did not call Coronavirus a Hoax or Scam…,03-28-2020 00:56:44,5586,0,true,1243703536900243456
